"gender";"carType";"carCategory";"occupation";"age";"carGroup";"carValue";"material";"region";"cityDensity";"claimValue"
"Male";"D";"Medium";"Employed";20;"14";15595;"1";"L";58,59040352;501,196875306385
"Female";"A";"Large";"Retired";65;"14";8045;"0";"R";276,9454965;835,430005630878
"Female";"C";"Small";"Self-employed";29;"5";4345;"0";"Q";77,73738533;692,947658786547
"Male";"D";"Small";"Unemployed";34;"11";6125;"1";"S";15,8925395;712,53836755149
"Male";"B";"Medium";"Unemployed";27;"15";18065;"0";"O";34,81202424;988,817496151766
"Male";"D";"Medium";"Employed";43;"8";31740;"0";"L";51,32331561;618,48166580436
"Male";"B";"Large";"Housewife";46;"12";13220;"1";"Q";212,4247054;556,536985565163
"Male";"D";"Medium";"Housewife";54;"13";20025;"1";"L";57,06267756;407,747779522528
"Male";"A";"Large";"Self-employed";75;"15";23420;"0";"Q";181,4165594;712,529204135691
"Male";"A";"Small";"Employed";18;"12";22475;"0";"L";71,66099406;678,566306143955
"Female";"D";"Small";"Self-employed";21;"13";5690;"0";"L";90,21472555;658,973914282615
"Male";"A";"Large";"Employed";36;"5";6755;"1";"T";35,78808354;634,358675144663
"Female";"A";"Large";"Retired";49;"15";46310;"1";"Q";237,675525;732,348237468814
"Male";"B";"Small";"Housewife";48;"8";2290;"1";"R";285,6217445;770,07868544735
"Female";"B";"Medium";"Housewife";53;"10";8625;"1";"O";26,7213619;433,872146821765
"Male";"B";"Medium";"Employed";41;"5";7235;"1";"O";34,93212226;666,549434900965
"Male";"D";"Medium";"Employed";39;"4";17980;"1";"L";45,66982293;556,045293322526
"Male";"E";"Large";"Employed";28;"10";8295;"0";"R";185,8513852;686,592820017127
"Male";"B";"Small";"Employed";31;"13";19375;"0";"R";275,0923407;878,550790366971
"Male";"C";"Small";"Self-employed";32;"5";15670;"1";"S";21,95355362;828,974645723887
"Female";"A";"Medium";"Employed";38;"10";7845;"0";"L";44,92088199;518,588166142473
"Female";"E";"Small";"Housewife";31;"5";11920;"1";"U";46,84863153;377,294634139169
"Female";"B";"Medium";"Housewife";40;"14";18010;"1";"R";284,2162652;555,377941175385
"Female";"A";"Medium";"Self-employed";31;"18";6855;"1";"R";293,5560359;721,368319451009
"Male";"B";"Small";"Self-employed";38;"18";49955;"1";"U";38,77083633;489,461694428733
"Female";"A";"Medium";"Self-employed";41;"4";9195;"1";"Q";136,1308048;684,577099439612
"Female";"B";"Small";"Employed";28;"6";14510;"1";"L";50,35184483;584,067631059395
"Male";"B";"Large";"Housewife";58;"14";25070;"1";"Q";213,2556548;491,923960702316
"Male";"D";"Large";"Unemployed";51;"18";46795;"0";"R";253,6198858;786,008150832997
"Male";"B";"Medium";"Self-employed";37;"12";15410;"1";"U";103,9493988;643,875337651947
"Female";"B";"Large";"Retired";64;"6";2340;"1";"L";50,01092548;689,47860255433
"Male";"B";"Medium";"Self-employed";23;"11";48700;"0";"M";156,1042255;919,645645454233
"Male";"D";"Large";"Self-employed";73;"19";26500;"1";"Q";124,3443471;483,180820563337
"Male";"E";"Medium";"Housewife";44;"11";4300;"1";"O";37,74768396;439,196758098432
"Male";"C";"Medium";"Housewife";29;"8";22365;"1";"Q";167,9366556;617,513152594795
"Male";"E";"Large";"Employed";38;"7";2820;"1";"L";58,59040352;431,268279001289
"Male";"D";"Small";"Employed";58;"20";11775;"0";"Q";157,245582;648,201372227068
"Male";"F";"Medium";"Unemployed";19;"10";26500;"1";"Q";91,45292269;723,226966471586
"Male";"E";"Small";"Self-employed";28;"12";9045;"0";"L";58,73427627;698,319577568865
"Male";"C";"Medium";"Retired";69;"13";6320;"1";"L";69,72819603;621,875157227508
"Female";"C";"Small";"Employed";23;"7";29555;"1";"Q";144,998902;451,192477963838
"Male";"E";"Medium";"Unemployed";18;"13";43345;"0";"L";67,42478707;784,140184766028
"Male";"A";"Medium";"Employed";43;"6";5355;"1";"R";200,6565503;805,101341593054
"Male";"A";"Small";"Retired";67;"8";4480;"1";"Q";126,1401885;788,690305486206
"Male";"A";"Large";"Employed";42;"5";28380;"0";"Q";160,3435748;721,501437764792
"Male";"E";"Large";"Self-employed";75;"14";36745;"1";"Q";174,6445246;494,0671647907
"Male";"E";"Small";"Employed";44;"3";16255;"0";"U";99,17167477;605,881059833675
"Male";"B";"Medium";"Housewife";50;"18";5635;"1";"Q";168,6499611;462,6727133241
"Female";"F";"Large";"Self-employed";56;"13";7995;"0";"Q";126,1401885;560,764191362325
"Male";"A";"Small";"Housewife";39;"12";20105;"1";"S";14,37714238;555,361014071533
"Female";"A";"Small";"Retired";56;"13";47185;"0";"Q";91,28099321;644,649780695549
"Male";"E";"Large";"Housewife";44;"3";14755;"1";"L";84,9609991;513,645319407016
"Male";"B";"Medium";"Self-employed";31;"4";24540;"1";"Q";99,43621052;804,338676173748
"Female";"A";"Medium";"Employed";26;"16";29520;"0";"P";29,43246223;573,474571490866
"Male";"D";"Medium";"Employed";40;"12";16965;"0";"L";48,3306937;548,576922267558
"Male";"B";"Medium";"Housewife";22;"11";6295;"0";"Q";222,735365;706,763820734973
"Male";"D";"Large";"Housewife";42;"7";30995;"0";"R";284,1301175;638,806341216534
"Male";"C";"Medium";"Employed";29;"3";8845;"0";"O";32,3905212;807,939995124211
"Female";"A";"Medium";"Employed";18;"8";26660;"0";"N";33,65195213;800,558902666773
"Female";"D";"Medium";"Employed";40;"8";28565;"1";"L";59,22386837;467,939664600029
"Male";"E";"Medium";"Housewife";49;"9";11135;"1";"M";183,8950396;559,858368427291
"Male";"D";"Medium";"Self-employed";38;"20";17415;"1";"Q";186,6850127;795,956883568306
"Female";"A";"Medium";"Unemployed";53;"20";23845;"0";"T";27,50305391;789,105097682169
"Male";"F";"Large";"Housewife";66;"4";5635;"1";"T";28,96459267;488,900534273045
"Female";"A";"Medium";"Self-employed";50;"12";4685;"0";"P";22,75483466;682,503174517591
"Male";"D";"Medium";"Self-employed";42;"9";18100;"0";"R";232,9029787;933,477330287272
"Female";"E";"Small";"Employed";25;"7";23985;"1";"L";57,41329485;389,66365514017
"Female";"A";"Medium";"Self-employed";39;"14";41080;"0";"M";99,28308074;664,722254772827
"Female";"A";"Small";"Housewife";58;"11";10245;"1";"Q";132,7922667;369,712840384466
"Female";"A";"Large";"Unemployed";40;"20";48060;"0";"R";253,6198858;1018,48949487052
"Male";"D";"Large";"Retired";73;"12";19870;"1";"S";25,91743539;666,537005956271
"Male";"D";"Large";"Housewife";61;"10";9380;"0";"Q";112,4047945;468,694239311341
"Female";"B";"Small";"Employed";23;"6";20735;"0";"L";59,63322296;698,021715170406
"Male";"B";"Small";"Unemployed";23;"4";3375;"0";"Q";148,4945135;1133,94403736272
"Female";"A";"Large";"Self-employed";42;"16";32490;"0";"M";153,4523215;683,143049051884
"Male";"A";"Large";"Retired";52;"14";12940;"1";"Q";239,4551701;804,685533941186
"Male";"E";"Medium";"Housewife";34;"13";7755;"1";"R";237,4189585;578,798577943421
"Male";"B";"Medium";"Unemployed";55;"19";7740;"1";"L";84,06770437;656,856884209338
"Male";"D";"Medium";"Retired";67;"16";22560;"0";"L";85,63166734;665,068474119159
"Female";"B";"Large";"Self-employed";51;"16";38685;"1";"L";68,97630254;475,781607737482
"Male";"C";"Medium";"Housewife";48;"13";33400;"1";"Q";169,5291484;481,618831185327
"Female";"D";"Small";"Retired";53;"11";8150;"1";"R";256,6405915;683,608103648527
"Male";"D";"Large";"Housewife";46;"9";5495;"1";"N";109,6318854;610,650826048025
"Female";"B";"Large";"Employed";36;"12";8395;"1";"L";73,25249905;464,059882030247
"Male";"C";"Large";"Unemployed";39;"7";43060;"1";"L";61,30612555;590,794413146744
"Female";"B";"Medium";"Employed";30;"14";14345;"0";"P";25,62227499;587,05029437022
"Female";"E";"Large";"Self-employed";51;"13";2330;"0";"Q";91,45292269;517,901124058681
"Male";"A";"Small";"Unemployed";37;"14";7910;"0";"T";30,46244233;819,743659903233
"Female";"A";"Large";"Unemployed";50;"7";7230;"1";"Q";124,3443471;539,304293249654
"Female";"A";"Medium";"Employed";52;"9";6450;"1";"Q";205,4307964;532,309161535527
"Male";"A";"Medium";"Self-employed";47;"13";16730;"0";"R";210,189841;899,857556659558
"Male";"B";"Large";"Employed";30;"15";18060;"0";"P";33,67123926;736,399806132283
"Female";"E";"Large";"Self-employed";63;"8";8330;"1";"L";44,16537902;480,974243939036
"Male";"A";"Medium";"Employed";37;"12";3170;"1";"N";118,8510133;747,71474447101
"Male";"E";"Medium";"Retired";68;"8";16675;"0";"U";94,65751646;733,479579002781
"Female";"B";"Large";"Self-employed";47;"9";8900;"0";"L";75,62345843;662,301934719354
"Female";"A";"Medium";"Employed";41;"11";19060;"1";"L";64,30270938;417,412660543841
"Female";"D";"Large";"Housewife";42;"14";24520;"0";"R";236,3993842;515,525106918164
"Male";"A";"Small";"Employed";52;"9";8980;"1";"N";133,2886429;741,06919981433
"Female";"B";"Medium";"Unemployed";40;"17";21290;"1";"L";71,51212062;661,228581116891
"Male";"B";"Medium";"Unemployed";45;"14";9715;"0";"S";23,58652635;896,110167541401
"Female";"D";"Small";"Unemployed";33;"1";8705;"1";"Q";147,9690558;596,035629214082
"Female";"F";"Large";"Unemployed";24;"9";5390;"0";"Q";114,1467007;745,332162339334
"Male";"D";"Large";"Self-employed";50;"10";12340;"1";"P";28,38649426;625,601384709166
"Female";"A";"Medium";"Employed";24;"7";13475;"1";"L";87,83581964;470,031775192835
"Male";"A";"Large";"Unemployed";43;"12";12270;"0";"S";32,3065089;926,005504830531
"Female";"E";"Small";"Unemployed";31;"7";17535;"1";"N";71,18027901;653,566689141526
"Female";"E";"Medium";"Housewife";18;"9";8590;"0";"Q";148,5612071;541,865898011763
"Male";"A";"Small";"Employed";32;"3";24925;"0";"R";234,675271;978,235774303994
"Female";"B";"Medium";"Employed";53;"3";2060;"0";"Q";147,9690558;652,604744840925
"Male";"C";"Medium";"Employed";54;"14";36230;"0";"L";84,00797156;519,6766971656
"Female";"E";"Medium";"Housewife";32;"9";3385;"1";"O";34,81202424;447,280034584031
"Male";"A";"Large";"Retired";75;"9";14870;"0";"O";31,48099884;822,649867725335
"Male";"A";"Medium";"Housewife";54;"15";8420;"1";"U";54,93181221;418,049353648333
"Male";"A";"Large";"Retired";47;"19";20615;"1";"Q";222,735365;803,116605571097
"Male";"C";"Medium";"Unemployed";29;"20";19700;"0";"Q";211,8309492;1114,87987494352
"Male";"D";"Medium";"Self-employed";35;"18";18515;"0";"M";222,6929824;830,693481983072
"Male";"B";"Medium";"Self-employed";34;"9";2935;"0";"P";29,43246223;945,056490149788
"Female";"E";"Large";"Self-employed";57;"14";15350;"1";"Q";182,367931;470,960126729163
"Male";"D";"Large";"Self-employed";33;"15";1195;"0";"L";59,11189493;713,342437137479
"Female";"C";"Medium";"Employed";23;"16";17760;"0";"O";33,76301929;541,151596319009
"Male";"A";"Large";"Employed";36;"7";9600;"0";"T";18,23804646;588,741187532088
"Female";"A";"Large";"Employed";48;"17";23690;"1";"M";184,4785165;574,536406477167
"Female";"A";"Medium";"Unemployed";52;"16";9755;"0";"L";64,32860507;608,649219835351
"Male";"A";"Small";"Unemployed";37;"17";6890;"1";"S";23,9585495;895,490763021297
"Female";"C";"Medium";"Employed";31;"9";22310;"1";"Q";201,3918071;547,149344818768
"Female";"B";"Medium";"Unemployed";30;"11";6485;"0";"Q";122,4496948;718,813976550464
"Male";"A";"Small";"Housewife";23;"6";18290;"0";"Q";169,7885554;830,534653325544
"Female";"A";"Large";"Employed";22;"12";17655;"1";"L";28,49395606;452,46704155381
"Female";"E";"Large";"Employed";47;"8";9595;"1";"R";223,3085718;556,558016434823
"Male";"C";"Large";"Employed";43;"17";12095;"1";"Q";150,2239631;561,168326813875
"Female";"B";"Small";"Self-employed";25;"9";13985;"0";"Q";185,1345389;833,75669790591
"Female";"E";"Medium";"Self-employed";33;"8";2940;"1";"Q";124,3443471;613,561697575146
"Male";"F";"Medium";"Unemployed";19;"4";6015;"0";"L";69,70102973;1008,60456239546
"Male";"D";"Large";"Self-employed";69;"8";15960;"1";"T";25,7140109;608,8241968629
"Male";"F";"Medium";"Employed";36;"4";1580;"0";"L";50,6257826;682,310841784373
"Male";"E";"Large";"Housewife";40;"8";21235;"1";"T";29,82213153;509,40106671466
"Female";"B";"Small";"Unemployed";21;"11";16815;"0";"Q";211,8309492;842,7075516114
"Female";"B";"Medium";"Self-employed";32;"19";20375;"0";"Q";110,9836779;650,098290455293
"Male";"B";"Small";"Employed";22;"10";4105;"1";"Q";140,4108252;630,004807871748
"Male";"C";"Large";"Housewife";19;"10";24675;"0";"R";218,9832303;727,526209071902
"Male";"B";"Small";"Self-employed";43;"9";7455;"1";"Q";213,2556548;816,104330704876
"Male";"A";"Large";"Employed";24;"10";8520;"1";"Q";212,4247054;669,401565488748
"Female";"B";"Small";"Unemployed";35;"10";26245;"0";"T";31,98800317;755,551424233231
"Male";"B";"Small";"Self-employed";33;"15";6230;"1";"P";47,5930722;806,758433241102
"Male";"A";"Small";"Unemployed";24;"4";3860;"0";"L";66,46782671;1033,13608894582
"Male";"A";"Large";"Self-employed";49;"11";8655;"0";"M";156,6298557;800,608359914636
"Female";"D";"Medium";"Housewife";31;"2";13305;"0";"R";256,6405915;717,712300343113
"Female";"F";"Medium";"Employed";51;"12";25660;"0";"P";31,88091224;519,43730827891
"Female";"D";"Medium";"Housewife";21;"10";23510;"0";"O";34,81202424;527,009464903431
"Male";"B";"Medium";"Unemployed";21;"14";7225;"0";"P";33,27619903;974,525874688897
"Female";"D";"Large";"Retired";54;"16";8695;"0";"Q";114,1413271;585,208645999504
"Female";"A";"Medium";"Housewife";41;"15";16315;"1";"Q";129,6690079;441,827255948506
"Male";"B";"Small";"Employed";45;"7";4605;"1";"U";91,54176264;460,105173259608
"Male";"D";"Medium";"Self-employed";43;"5";23365;"0";"R";275,0923407;1048,33513903222
"Female";"D";"Large";"Employed";41;"13";4600;"0";"L";64,09908451;462,013277976769
"Male";"B";"Medium";"Employed";28;"4";11885;"0";"M";178,2443114;979,786478108157
"Male";"A";"Medium";"Retired";60;"12";8030;"0";"R";275,2822626;1094,24996566979
"Male";"D";"Small";"Self-employed";45;"8";1925;"1";"R";253,6198858;895,117445693914
"Female";"A";"Small";"Housewife";33;"16";23155;"0";"R";249,7835716;598,8472903534
"Male";"E";"Large";"Housewife";38;"16";24490;"1";"M";129,4194752;457,970748741745
"Male";"F";"Small";"Employed";34;"20";18660;"0";"N";93,11048718;899,782521244658
"Male";"B";"Medium";"Employed";37;"11";12900;"0";"O";32,04149695;645,04781280369
"Male";"D";"Small";"Employed";57;"9";9135;"0";"L";68,97630254;549,373515161967
"Male";"B";"Medium";"Self-employed";55;"16";47860;"0";"P";37,83728202;731,308176447252
"Male";"B";"Large";"Self-employed";48;"4";9585;"0";"L";71,62174491;853,069626786931
"Female";"E";"Small";"Unemployed";29;"16";23930;"0";"L";66,65715225;593,171027086666
"Female";"C";"Large";"Self-employed";34;"8";21155;"1";"Q";95,69355223;597,086292820621
"Female";"B";"Medium";"Self-employed";46;"10";6475;"1";"Q";181,4165594;627,804761656831
"Female";"B";"Large";"Retired";68;"11";15330;"0";"R";238,240414;776,624121751462
"Female";"A";"Medium";"Housewife";33;"9";49785;"1";"Q";208,6667182;520,198243869905
"Male";"E";"Large";"Retired";70;"5";9970;"1";"M";184,4785165;807,766836269531
"Female";"A";"Medium";"Self-employed";33;"6";48970;"0";"U";112,8034383;774,627670559061
"Male";"A";"Small";"Employed";20;"13";10235;"0";"Q";139,637282;705,591826764797
"Female";"A";"Medium";"Employed";35;"13";8800;"1";"T";31,09742125;485,976457929074
"Male";"A";"Medium";"Employed";46;"20";45660;"1";"Q";125,9456252;608,556654612124
"Male";"D";"Medium";"Retired";63;"14";15455;"0";"L";67,84790756;676,216412446789
"Male";"D";"Medium";"Employed";19;"9";21010;"0";"R";222,711392;835,651922725339
"Male";"C";"Large";"Housewife";33;"9";42165;"0";"L";58,73427627;551,472722535892
"Female";"B";"Large";"Unemployed";46;"17";8545;"0";"R";238,240414;941,329576225198
"Male";"B";"Medium";"Retired";65;"11";23270;"0";"L";63,17028387;725,050187922359
"Female";"C";"Large";"Retired";52;"13";9045;"0";"Q";212,4247054;756,211211087515
"Female";"B";"Large";"Unemployed";33;"18";12555;"1";"P";37,83728202;611,485864735098
"Male";"D";"Medium";"Employed";34;"18";9060;"1";"Q";186,6850127;502,135280979281
"Male";"C";"Medium";"Employed";19;"7";6380;"0";"R";259,0040603;809,778697149951
"Female";"C";"Large";"Housewife";42;"4";20535;"1";"R";248,5121203;584,070509380097
"Male";"A";"Small";"Retired";66;"10";18220;"1";"Q";239,4551701;813,846412992536
"Male";"A";"Large";"Self-employed";30;"4";19845;"1";"U";58,60474559;693,780315296351
"Female";"B";"Large";"Employed";53;"10";19315;"0";"N";139,6062055;691,658856665185
"Male";"E";"Medium";"Housewife";38;"19";19460;"1";"Q";123,0199289;428,472734253874
"Male";"B";"Small";"Employed";30;"11";9510;"1";"L";50,56640552;514,503081815209
"Male";"B";"Medium";"Self-employed";58;"6";9980;"1";"Q";95,69355223;750,935500444745
"Male";"A";"Large";"Employed";56;"19";26320;"1";"Q";201,3918071;524,176261363089
"Male";"E";"Large";"Employed";26;"9";39700;"1";"R";240,0004036;666,717018360828
"Male";"A";"Medium";"Housewife";20;"12";22785;"0";"L";66,94554904;619,275048236206
"Male";"B";"Medium";"Employed";22;"15";11735;"0";"L";50,40601234;685,893339956861
"Male";"A";"Small";"Retired";51;"11";18615;"1";"L";55,96459579;647,04455482475
"Female";"A";"Small";"Self-employed";44;"13";8550;"1";"L";79,1594481;546,374049880507
"Female";"D";"Medium";"Unemployed";39;"20";46360;"0";"L";45,66982293;703,474737861502
"Male";"C";"Small";"Unemployed";18;"11";23420;"1";"Q";129,8552354;711,320105008993
"Male";"B";"Medium";"Self-employed";33;"8";2840;"0";"N";100,833778;1232,86539107338
"Female";"A";"Small";"Employed";40;"14";24175;"1";"L";84,9609991;431,618673852777
"Female";"C";"Medium";"Self-employed";37;"18";12225;"1";"L";84,06770437;480,048738433058
"Female";"E";"Small";"Retired";48;"19";21490;"1";"T";20,3350899;530,06146818302
"Female";"E";"Large";"Housewife";40;"4";6910;"1";"R";238,240414;551,076821846742
"Male";"C";"Medium";"Housewife";53;"11";7580;"1";"R";259,0040603;547,216477278772
"Male";"A";"Small";"Employed";38;"14";37095;"0";"R";270,4632326;779,002401463414
"Male";"F";"Small";"Unemployed";23;"8";19595;"0";"N";94,29603751;1251,05850510352
"Male";"B";"Small";"Retired";56;"18";22260;"1";"L";73,65271862;618,279069891812
"Male";"B";"Small";"Self-employed";19;"10";18640;"0";"Q";129,8552354;881,384254972864
"Male";"B";"Medium";"Unemployed";53;"8";7620;"0";"N";103,2132915;1213,57197221864
"Female";"C";"Small";"Employed";18;"5";12700;"0";"Q";222,735365;736,814329391363
"Male";"F";"Small";"Unemployed";19;"6";8600;"0";"Q";129,3156084;1091,12358654841
"Male";"E";"Large";"Employed";43;"20";17015;"1";"P";20,86448407;581,032966609986
"Male";"B";"Small";"Unemployed";30;"10";19225;"0";"L";58,59040352;858,127080786458
"Male";"D";"Large";"Retired";62;"11";4905;"0";"S";37,31536383;779,474450959257
"Male";"B";"Large";"Self-employed";53;"2";9475;"1";"Q";212,4247054;839,670202288127
"Male";"A";"Small";"Employed";30;"6";33035;"0";"N";59,92134979;979,043356861081
"Male";"B";"Small";"Unemployed";44;"17";29210;"1";"N";26,14074792;887,45142303853
"Female";"B";"Small";"Self-employed";30;"5";12895;"0";"R";276,9454965;1053,28635888088
"Female";"E";"Medium";"Housewife";40;"13";5795;"0";"R";276,3355652;586,859473740194
"Male";"B";"Large";"Self-employed";53;"13";12360;"0";"Q";174,6445246;777,454049039472
"Female";"E";"Medium";"Unemployed";43;"3";8705;"1";"O";31,49451567;691,827816133598
"Male";"C";"Large";"Unemployed";36;"10";6740;"0";"L";45,66982293;754,783431827772
"Female";"C";"Large";"Housewife";57;"15";25900;"0";"L";70,87357842;417,309844293269
